Release Name	Release Meta Language	Orchard Artist	Artist Country	Subaccount Name	Artist URL	Release Artist(s)-Primary Artist(s)	Release Artist(s)-Featuring(s)	Release Artist(s)-Remixer(s)	Release Artist(s)-Composer(s)	Release Artist(s)-Orchestra(s)	Release Artist(s)-Ensemble(s)	Release Artist(s)-Conductor(s)	Release Date	Sale Start Date	iTunes Pre-Order	iTunes Pre-Order Date	Preorder Preview	Album Pricing	Format: Full Length / EP / Single	Imprint	Genre	Sub-genre	[C] Information	Digital UPC	Manufacturer's UPC	Folder Name / Project Code	Product Code	Release Version	File Name	Volume	Track No.	Track Name	Track Audio Language	Version	Track Artist	Track Artist(s) - Featuring(s)	Track Artist(s) - Remixer(s)	Track Artist(s) - Composer(s)	Track Artist(s) - Orchestra(s)	Track Artist(s) - Ensemble(s)	Track Artist(s) - Conductor(s)	Track Pricing	Explicit (No/Yes/Clean)	ISRC	3rd Party Publisher? (Yes/No)	[P] Information	Ownership For This Sound Recording	Country of Recording	Nationality of Original Copyright Owner	Songwriter(s)	Publisher(s)	Performer 1 Type	Performer 1 Legal Name	Performer 1 Main Role	Performer 2 Type	Performer 2 Legal Name	Performer 2 Main Role	Performer 3 Type	Performer 3 Legal Name	Performer 3 Main Role	Performer 4 Type	Performer 4 Legal Name	Performer 4 Main Role	Performer 5 Type	Performer 5 Legal Name	Performer 5 Main Role	Only Include/Only Exclude?	Territories (ISO Codes)	md5 Checksum	Filesize	Is Mastered for iTunes?	Mastering Studio Email-Address	Excluded DMS	Streaming allowed	Bundle Only
Karneval Megaparty 2010	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2009-11-06	2009-11-06	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820693	4260149820693	1254931952512	1254931952512_00069		1254931952512_01_04.flac	1	4	So a schöner Tag (Fliegerlied)	German		Karneval!							Front	No	DEHT40900399	No	2011 Blue Door Records	I have no master rights	Germany	Germany	DONAUER, ANDREAS	SCHEDLER, RUDI, MUSIKVERLAG GMBH																		5d4efcd0e25b1d6a62636d96d6080eba	27243247	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2010	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2009-11-06	2009-11-06	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820693	4260149820693	1254931952512	1254931952512_00069		1254931952512_01_05.flac	1	5	Das geht ab (Wir feiern die ganze Nacht)	German		Karneval!							Front	No	DEHT40900400	No	2011 Blue Door Records	I have no master rights	Germany	Germany	JENE, THOMAS CHRISTIAN	JET H MUSIC, EDITION ; KONTOR RECORDS GMBH ; NO LIMITS ONE GUIDO SCHULZ; PUMPDENBASS EDITION ; SONY/ATV MUSIC PUBLISHING (GERMANY) GMBH																		d6a5800658b487f834c79f5e1c494358	27463267	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2010	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2009-11-06	2009-11-06	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820693	4260149820693	1254931952512	1254931952512_00069		1254931952512_01_06.flac	1	6	Denn wenn et Trömmelche jeit	German		Karneval!							Front	No	DEHT40900401	No	2011 Blue Door Records	I have no master rights	Germany	Germany	BRAND, KARL-HEINZ	SOUNDSPLASH RECORDS MUSIK-VERLAG																		7cb5d3565728b751dfcdf42ae0d294ce	18729463	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2010	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2009-11-06	2009-11-06	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820693	4260149820693	1254931952512	1254931952512_00069		1254931952512_01_07.flac	1	7	Pretty Belinda	English		Karneval!							Front	No	DEHT40900402	No	2011 Blue Door Records	I have no master rights	Germany	Germany	Andrews, Chris	WARNER CHAPPELL MUSIC																		2757d5f6a6e9bca5fbf9bed65647907c	26197595	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2010	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2009-11-06	2009-11-06	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820693	4260149820693	1254931952512	1254931952512_00069		1254931952512_01_08.flac	1	8	Wenn nicht jetzt, wann dann	German		Karneval!							Front	No	DEHT40900403	No	2011 Blue Door Records	I have no master rights	Germany	Germany	FROEHLICH, JAN-PETER	VOGELSANG MUSIK GMBH																		3da2f1d4f05037afaa42b3f378c46fc4	23206705	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2010	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2009-11-06	2009-11-06	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820693	4260149820693	1254931952512	1254931952512_00069		1254931952512_01_09.flac	1	9	Ich bin ein Döner	German		Karneval!							Front	No	DEHT40900404	No	2011 Blue Door Records	I have no master rights	Germany	Germany	OEXLER, ERICH	TITANIA EDITION																		9dc3219bd5381572b914c6ae41923854	24570594	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2010	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2009-11-06	2009-11-06	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820693	4260149820693	1254931952512	1254931952512_00069		1254931952512_01_10.flac	1	10	Die Hände zum Himmel	German		Karneval!							Front	No	DEHT40900405	No	2011 Blue Door Records	I have no master rights	Germany	Germany	NIMWEGEN VAN	INTERSONG																		58cd03366836c858437c73b272c8382e	22185410	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2010	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2009-11-06	2009-11-06	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820693	4260149820693	1254931952512	1254931952512_00069		1254931952512_01_11.flac	1	11	Du hast mich tausendmal belogen	German		Karneval!							Front	No	DEHT40900406	No	2011 Blue Door Records	I have no master rights	Germany	Germany	Roemer, Eugen	Roemer Musikverlag																		ea74cafe4a4be6fa5aee37e50247715f	27058931	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2010	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2009-11-06	2009-11-06	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820693	4260149820693	1254931952512	1254931952512_00069		1254931952512_01_12.flac	1	12	Superjeile Zick	German		Karneval!							Front	No	DEHT40900407	No	2011 Blue Door Records	I have no master rights	Germany	Germany	BRINGS, STEFAN	VOGELSANG MUSIK																		f0cc648d81a303e13427a97aba0db135	37918869	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2010	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2009-11-06	2009-11-06	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820693	4260149820693	1254931952512	1254931952512_00069		1254931952512_01_13.flac	1	13	Cowboy und Indianer (Komm hol das Lasso raus)	German		Karneval!							Front	No	DEHT40900408	No	2011 Blue Door Records	I have no master rights	Germany	Germany	PESCH /SCHOELER	GOTHIC MUSIKVERLAG GMBH																		b25a351cb05e06a0b8970fbd5201d37e	27492667	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2010	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2009-11-06	2009-11-06	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820693	4260149820693	1254931952512	1254931952512_00069		1254931952512_01_14.flac	1	14	Rut sin de Ruse	German		Karneval!							Front	No	DEHT40900409	No	2011 Blue Door Records	I have no master rights	Germany	Germany	JONET, RENE	CORBEAU PUBLISHING																		90382682705586c559ca615053633103	24951792	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2010	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2009-11-06	2009-11-06	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820693	4260149820693	1254931952512	1254931952512_00069		1254931952512_01_15.flac	1	15	Hörst Du die Regenwürmer husten	German		Karneval!							Front	No	DEHT40900410	No	2011 Blue Door Records	I have no master rights	Germany	Germany	STELTER, BERND	EDITION 97																		955a81f86220ba28cb94cda941385728	27074590	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2010	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2009-11-06	2009-11-06	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820693	4260149820693	1254931952512	1254931952512_00069		1254931952512_01_16.flac	1	16	Joana (Du geile Sau)	German		Karneval!							Front	No	DEHT40900411	No	2011 Blue Door Records	I have no master rights	Germany	Germany	Heider, Joachim	Hansa Musik Produktion GmbH																		85a3fc24043c73aa5015ed02f4292713	25217552	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2010	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2009-11-06	2009-11-06	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820693	4260149820693	1254931952512	1254931952512_00069		1254931952512_01_17.flac	1	17	Echte Fründe	German		Karneval!							Front	No	DEHT40900412	No	2011 Blue Door Records	I have no master rights	Germany	Germany	FROEHLICH, JAN-PETER	TEBO-TON																		5b563e2b5da042c0865e93ef4fadf156	24630904	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2010	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2009-11-06	2009-11-06	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820693	4260149820693	1254931952512	1254931952512_00069		1254931952512_01_18.flac	1	18	Irgendwann, Irgendwo, Irgendwie	German		Karneval!							Front	No	DEHT40900413	No	2011 Blue Door Records	I have no master rights	Germany	Germany	Drews, Jürgen	Gothic Musikverlag																		d87b5951564fb84fe7ab23cf6dce53ae	30417742	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2010	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2009-11-06	2009-11-06	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820693	4260149820693	1254931952512	1254931952512_00069		1254931952512_01_19.flac	1	19	Rosamunde	German		Karneval!							Front	No	DEHT40900414	No	2011 Blue Door Records	I have no master rights	Germany	Germany	VEJVODA, JAROMIR	MUSIKVERLAG JOH HOFFMANN																		447f8a73a1f2fb544af524636bc359db	27335538	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2010	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2009-11-06	2009-11-06	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820693	4260149820693	1254931952512	1254931952512_00069		1254931952512_01_20.flac	1	20	Am Aschermittwoch ist alles vorbei	German		Karneval!							Front	No	DEHT40900415	No	2011 Blue Door Records	I have no master rights	Germany	Germany	Schmitz, Jupp	MUSIKVERLAG JUPP SCHMITZ																		42a8ec816e93d5fea987396372f73340	17656912	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Wickie	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-16	2009-10-07	No Pre-order			Back	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4050486008881	4050486008881	1254910258504	1254910258504_00068s		1254910258504_01_01.flac	1	1	Wickie	English		Anna + Elli							Mid	No	DEHT40900385	No	2011 Blue Door Records	I have no master rights	Germany	Germany	BRUHN, CHRISTIAN	FKM-JUNIOR EDITION																		27363c4073470b8cb4870b412ebaf830	15958035	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_01.flac	1	1	Wie schön dass Du geboren bist (Geburtstags-Party-Mix)	English		Anna + Elli							Front	No	DEHT40900376	No	2011 Blue Door Records	I have no master rights	Germany	Germany	ZUCKOWSKI, ROLF	Musik für Dich																		4d02e9594b6a53ac36c8b91ee1d358ad	19231354	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_02.flac	1	2	So a schöner Tag (Fliegerlied) [Kinder-Party-Mix)	English		Anna + Elli							Front	No	DEHT40900377	No	2011 Blue Door Records	I have no master rights	Germany	Germany	DONAUER, ANDREAS	SCHEDLER, RUDI, MUSIKVERLAG																		e5c8b53d14e5192420b84195549104d6	27053560	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_03.flac	1	3	Das rote Pferd (Kinder-Party-Mix)	English		Anna + Elli							Front	No	DEHT40900378	No	2011 Blue Door Records	I have no master rights	Germany	Germany	MONNOT, MARGUERITTE ANGELE	FRANCIS SALABERT EDITIONS																		182108cc0a5d186effd83712792e787b	25088763	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_04.flac	1	4	Hörst Du die Regenwürmer husten (Kids-Party-Mix)	English		Anna + Elli							Front	No	DEHT40900379	No	2011 Blue Door Records	I have no master rights	Germany	Germany	STELTER, BERND	EDITION 97																		392b3e3654306bd924a8d9603124c7a6	27229992	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_05.flac	1	5	Schnappi (Das kleine Krokodil) [Kinder-Party-Mix]	English		Anna + Elli							Front	No	DEHT40900380	No	2011 Blue Door Records	I have no master rights	Germany	Germany	GRUTTMANN, IRIS	UNIVERSAL MUSIC PUBLISHING																		bd72b52c3ec912b21665cfd64ec2a1a0	16417786	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_06.flac	1	6	Das Lied über mich (Kinder-Party-Mix)	English		Anna + Elli							Front	No	DEHT40900381	No	2011 Blue Door Records	I have no master rights	Germany	Germany	ROSIN, VOLKER																			c9ac4f6fa0e2f43670c4a4c9db5b8c9b	23546462	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_07.flac	1	7	Biene Maja (Kinder-Party-Mix)	English		Anna + Elli							Front	No	DEHT40900382	No	2011 Blue Door Records	I have no master rights	Germany	Germany	SVOBODA, KAREL RICHARD	PROVOX MUSIC																		94548d9cca1ffb25e601521157b8db2e	19159341	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_08.flac	1	8	Das singende Känguruh (Kinder-Party-Mix)	English		Anna + Elli							Front	No	DEHT40900383	No	2011 Blue Door Records	I have no master rights	Germany	Germany	ROSIN, VOLKER																			0866035c5b5965836aeade7308af93d5	28119056	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_09.flac	1	9	Der Cowboy Jim aus Texas (Yippie-Yeah-Mix)	English		Anna + Elli							Front	No	DEHT40900384	No	2011 Blue Door Records	I have no master rights	Germany	Germany	VAHLE, FREDRIK	VERLAG PLAENE GMBH																		b2dee22937c926ea389c4adee1d6f27f	20111371	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
